triplets,co
"('1-10074', '1-10574', 'mlg51')",1
"('1-9274', '1-5616C', '1-1224C')",1
"('1-10074', 'mlg34', '1-10574')",1
"('1-10574', 'mlg51', '1-10129')",1
"('1-10574', 'mlg51', '1-10074')",1
"('1-10574', 'mlg34', 'mlg51')",1
"('1-10574', 'mlg34', '1-10074')",1
"('1-10574', '1-10129', 'mlg51')",1
"('1-10574', '1-10129', '1-10074')",1
"('1-10574', '1-10074', 'mlg51')",1
"('1-10574', '1-10074', 'mlg34')",1
"('1-10574', '1-10074', '1-10129')",1
"('1-10129', 'mlg51', 'mlg34')",1
"('1-10129', 'mlg51', '1-10574')",1
"('1-10129', 'mlg51', '1-10074')",1
"('1-10129', 'mlg34', 'mlg51')",1
"('1-10129', '1-10574', 'mlg51')",1
"('1-10129', '1-10574', '1-10074')",1
"('1-10129', '1-10074', 'mlg51')",1
"('1-10129', '1-10074', '1-10574')",1
"('1-10074', 'mlg51', 'mlg34')",1
"('1-10074', 'mlg51', '1-10574')",1
"('1-10074', 'mlg51', '1-10129')",1
"('1-10074', 'mlg34', 'mlg51')",1
"('1-8939', 'mlg26', '1-10129')",1
"('1-8939', '1-9099', '1-10129')",1
"('1-8939', '1-4052', 'mlg26')",1
"('1-8939', '1-4052', '1-10129')",1
"('1-10129', '1-4052', '1-8939')",1
"('1-8974', '1-4975', '1-1224C')",1
"('1-8974', '1-1224C', '1-4975')",1
"('1-4975', '1-8974', '1-1224C')",1
"('1-4975', '1-1224C', '1-8974')",1
"('1-1224C', '1-8974', '1-4975')",1
"('1-1224C', '1-4975', '1-8974')",1
"('1-7972', '1-9356C', '1-5549C')",1
"('1-7972', '1-5549C', '1-9356C')",1
"('1-9356C', '1-7972', '1-5549C')",1
"('1-9356C', '1-5549C', '1-7972')",1
"('1-5549C', '1-7972', '1-9356C')",1
"('1-5549C', '1-9356C', '1-7972')",1
"('1-10078', '1-9319C', '1-1350C')",1
"('1-10078', '1-1350C', '1-9319C')",1
"('1-9319C', '1-10078', '1-1350C')",1
"('1-9319C', '1-1350C', '1-10078')",1
"('1-1350C', '1-10078', '1-9319C')",1
"('1-1350C', '1-9319C', '1-10078')",1
"('mlg50', 'mlg49', '1-7863C')",1
"('mlg50', 'mlg49', '1-5775C')",1
"('1-10129', '1-4052', '1-9099')",1
"('1-10129', '1-4052', 'mlg26')",1
"('1-10129', '1-8939', '1-4052')",1
"('1-4052', '1-8939', '1-10129')",1
"('1-8939', '1-10129', 'mlg26')",1
"('1-8939', '1-10129', '1-9099')",1
"('1-8939', '1-10129', '1-4052')",1
"('1-4052', 'mlg26', '1-9099')",1
"('1-4052', 'mlg26', '1-8939')",1
"('1-4052', 'mlg26', '1-10129')",1
"('1-4052', '1-9099', 'mlg26')",1
"('1-4052', '1-9099', '1-10129')",1
"('1-4052', '1-8939', 'mlg26')",1
"('1-4052', '1-10129', 'mlg26')",1
"('1-10129', '1-8939', '1-9099')",1
"('1-4052', '1-10129', '1-9099')",1
"('1-4052', '1-10129', '1-8939')",1
"('1-10129', 'mlg26', '1-9099')",1
"('1-10129', 'mlg26', '1-8939')",1
"('1-10129', 'mlg26', '1-4052')",1
"('1-10129', '1-9099', 'mlg26')",1
"('1-10129', '1-9099', '1-8939')",1
"('1-10129', '1-9099', '1-4052')",1
"('1-10129', '1-8939', 'mlg26')",1
"('1-10574', 'mlg51', 'mlg34')",1
"('mlg34', '1-10074', '1-10574')",1
"('mlg34', '1-10074', 'mlg51')",1
"('1-3564', '1-0053C', '1-2151C')",1
"('mlg70', '1-7790C', 'mlg55')",1
"('mlg70', '1-7790C', '1-6098C')",1
"('mlg70', '1-6098C', '1-7790C')",1
"('mlg55', 'mlg70', '1-7790C')",1
"('mlg55', '1-7790C', 'mlg70')",1
"('mlg55', '1-7790C', '1-6098C')",1
"('mlg55', '1-6098C', '1-7790C')",1
"('1-7790C', 'mlg70', 'mlg55')",1
"('1-7790C', 'mlg70', '1-6098C')",1
"('1-7790C', 'mlg55', 'mlg70')",1
"('1-7790C', 'mlg55', '1-6098C')",1
"('1-7790C', '1-6098C', 'mlg70')",1
"('1-7790C', '1-6098C', 'mlg55')",1
"('1-6098C', 'mlg70', '1-7790C')",1
"('1-6098C', 'mlg55', '1-7790C')",1
"('1-6098C', '1-7790C', 'mlg70')",1
"('1-6098C', '1-7790C', 'mlg55')",1
"('1-3564', '1-8868C', '1-2151C')",1
"('1-3564', '1-8868C', '1-0053C')",1
"('1-3564', '1-2151C', '1-8868C')",1
"('1-3564', '1-2151C', '1-0053C')",1
"('mlg70', 'mlg55', '1-7790C')",1
"('1-7807C', '1-8421C', '1-4053')",1
"('1-7807C', '1-4053', '1-8421C')",1
"('1-8706C', '1-1350C', '1-9156C')",1
"('1-9185C', '7W2-20034', '1-10771')",1
"('1-9185C', '1-18931', '7W2-20034')",1
"('1-9185C', '1-18931', '1-10771')",1
"('1-9185C', '1-10771', '7W2-20034')",1
"('1-9185C', '1-10771', '1-18931')",1
"('1-9156C', '1-8706C', '1-1350C')",1
"('1-9156C', '1-1350C', '1-8706C')",1
"('1-8706C', '1-9156C', '1-1350C')",1
"('1-8706C', '1-6098C', '1-1350C')",1
"('1-8706C', '1-1350C', '1-6098C')",1
"('1-8421C', '1-7807C', '1-4053')",1
"('1-6098C', '1-8706C', '1-1350C')",1
"('1-6098C', '1-1350C', '1-8706C')",1
"('1-1350C', '1-9156C', '1-8706C')",1
"('1-1350C', '1-8706C', '1-9156C')",1
"('1-1350C', '1-8706C', '1-6098C')",1
"('1-1350C', '1-6098C', '1-8706C')",1
"('1-4053', '1-8421C', '1-7807C')",1
"('1-4053', '1-7807C', '1-8421C')",1
"('1-8421C', '1-4053', '1-7807C')",1
"('1-3564', '1-0053C', '1-8868C')",1
"('1-8868C', '1-3564', '1-2151C')",1
"('mlg34', '1-10129', 'mlg51')",1
"('1-8868C', '1-3564', '1-0053C')",1
"('1-7790C', 'mlg70', '1-5616C')",1
"('1-7790C', '1-5616C', 'mlg70')",1
"('1-5616C', 'mlg70', '1-7790C')",1
"('1-5616C', '1-7790C', 'mlg70')",1
"('mlg51', 'mlg34', '1-10574')",1
"('mlg51', 'mlg34', '1-10129')",1
"('mlg51', 'mlg34', '1-10074')",1
"('mlg51', '1-10574', 'mlg34')",1
"('mlg51', '1-10574', '1-10129')",1
"('mlg51', '1-10574', '1-10074')",1
"('mlg51', '1-10129', 'mlg34')",1
"('mlg51', '1-10129', '1-10574')",1
"('mlg51', '1-10129', '1-10074')",1
"('mlg51', '1-10074', 'mlg34')",1
"('mlg51', '1-10074', '1-10574')",1
"('mlg51', '1-10074', '1-10129')",1
"('mlg34', 'mlg51', '1-10574')",1
"('mlg34', 'mlg51', '1-10129')",1
"('mlg34', 'mlg51', '1-10074')",1
"('mlg34', '1-10574', 'mlg51')",1
"('mlg34', '1-10574', '1-10074')",1
"('mlg70', '1-5616C', '1-7790C')",1
"('mlg70', '1-7790C', '1-5616C')",1
"('1-6006C', '1-8995', 'mlg22')",1
"('1-2151C', '1-0053C', '1-8868C')",1
"('1-8868C', '1-2151C', '1-3564')",1
"('1-8868C', '1-2151C', '1-0053C')",1
"('1-8868C', '1-0053C', '1-3564')",1
"('1-8868C', '1-0053C', '1-2151C')",1
"('1-2151C', '1-3564', '1-8868C')",1
"('1-2151C', '1-3564', '1-0053C')",1
"('1-2151C', '1-8868C', '1-3564')",1
"('1-2151C', '1-8868C', '1-0053C')",1
"('1-2151C', '1-0053C', '1-3564')",1
"('1-0053C', '1-3564', '1-8868C')",1
"('1-6006C', 'mlg22', '1-8995')",1
"('1-0053C', '1-3564', '1-2151C')",1
"('1-0053C', '1-8868C', '1-3564')",1
"('1-0053C', '1-8868C', '1-2151C')",1
"('1-0053C', '1-2151C', '1-3564')",1
"('1-0053C', '1-2151C', '1-8868C')",1
"('mlg22', '1-8995', '1-6006C')",1
"('mlg22', '1-6006C', '1-8995')",1
"('1-8995', 'mlg22', '1-6006C')",1
"('1-8995', '1-6006C', 'mlg22')",1
"('mlg50', '1-7863C', 'mlg49')",1
"('mlg50', '1-7863C', '1-5775C')",1
"('mlg50', '1-5775C', 'mlg49')",1
"('1-9283C', '1-7842C', '1-7839C')",1
"('1-8836', 'mlg66', '1-9751')",1
"('1-8836', 'mlg66', '1-8874')",1
"('1-8836', '1-9751', 'mlg66')",1
"('1-8836', '1-8874', 'mlg66')",1
"('mlg41', 'mlg22', '1-2410')",1
"('mlg41', '1-2410', 'mlg22')",1
"('mlg41', '1-2410', '1-0129C')",1
"('mlg41', '1-0129C', '1-2410')",1
"('mlg22', 'mlg41', '1-2410')",1
"('mlg22', '1-2410', 'mlg41')",1
"('mlg22', '1-2410', '1-0129C')",1
"('mlg22', '1-0129C', '1-2410')",1
"('1-2410', 'mlg41', 'mlg22')",1
"('1-2410', 'mlg41', '1-0129C')",1
"('1-2410', 'mlg22', 'mlg41')",1
"('1-2410', 'mlg22', '1-0129C')",1
"('1-2410', '1-0129C', 'mlg41')",1
"('1-2410', '1-0129C', 'mlg22')",1
"('1-0129C', 'mlg41', '1-2410')",1
"('1-0129C', 'mlg22', '1-2410')",1
"('1-0129C', '1-2410', 'mlg41')",1
"('1-8874', '1-8836', 'mlg66')",1
"('1-8874', '1-9751', 'mlg66')",1
"('1-8874', 'mlg66', '1-8836')",1
"('1-5626C', '1-6098C', 'mlg28')",1
"('1-7140C', '1-6098C', 'mlg28')",1
"('1-7140C', '1-5626C', 'mlg28')",1
"('1-6098C', 'mlg28', '1-7140C')",1
"('1-6098C', 'mlg28', '1-5626C')",1
"('1-6098C', '1-7140C', 'mlg28')",1
"('1-6098C', '1-5626C', 'mlg28')",1
"('1-5626C', 'mlg28', '1-7140C')",1
"('1-5626C', 'mlg28', '1-6098C')",1
"('1-5626C', '1-7140C', 'mlg28')",1
"('mlg66', '1-9751', '1-8874')",1
"('1-8874', 'mlg66', '1-9751')",1
"('mlg66', '1-9751', '1-8836')",1
"('mlg66', '1-8874', '1-9751')",1
"('mlg66', '1-8874', '1-8836')",1
"('mlg66', '1-8836', '1-9751')",1
"('mlg66', '1-8836', '1-8874')",1
"('1-9751', 'mlg66', '1-8874')",1
"('1-9751', 'mlg66', '1-8836')",1
"('1-9751', '1-8874', 'mlg66')",1
"('1-9751', '1-8836', 'mlg66')",1
"('1-0129C', '1-2410', 'mlg22')",1
"('1-9283C', '1-7839C', '1-7842C')",1
"('1-7140C', 'mlg28', '1-6098C')",1
"('1-7842C', '1-9283C', '1-7839C')",1
"('1-1165C', '1-10078', '1-9366C')",1
"('1-1165C', '1-9366C', '1-1595')",1
"('1-1165C', '1-9366C', '1-10078')",1
"('1-3712', '1-10219', '1-10152')",1
"('1-3712', '1-10152', '1-10219')",1
"('1-10219', '1-3712', '1-10152')",1
"('1-10219', '1-10152', '1-3712')",1
"('1-10152', '1-3712', '1-10219')",1
"('1-10152', '1-10219', '1-3712')",1
"('mlg36', '1-9291C', '1-7682C')",1
"('mlg36', '1-7682C', '1-9291C')",1
"('1-9291C', 'mlg36', '1-7682C')",1
"('1-9291C', '1-7682C', 'mlg36')",1
"('1-7682C', 'mlg36', '1-9291C')",1
"('1-7682C', '1-9291C', 'mlg36')",1
"('mlg75', '1-1999', '1-8568C')",1
"('mlg75', '1-8568C', '1-1999')",1
"('1-1999', 'mlg75', '1-8568C')",1
"('1-1999', '1-8568C', 'mlg75')",1
"('1-8568C', 'mlg75', '1-1999')",1
"('1-8568C', '1-1999', 'mlg75')",1
"('1-1165C', '1-10078', '1-1595')",1
"('1-1165C', '1-1595', '1-9366C')",1
"('1-1165C', '1-1595', '1-10078')",1
"('1-10078', '1-1595', '1-9366C')",1
"('1-7842C', '1-7839C', '1-9283C')",1
"('1-7839C', '1-9283C', '1-7842C')",1
"('1-7839C', '1-7842C', '1-9283C')",1
"('1-1595', '1-10078', '1-9366C')",1
"('1-1595', '1-10078', '1-1165C')",1
"('1-1595', '1-9366C', '1-10078')",1
"('1-1595', '1-9366C', '1-1165C')",1
"('1-1595', '1-1165C', '1-10078')",1
"('1-1595', '1-1165C', '1-9366C')",1
"('1-10078', '1-1595', '1-1165C')",1
"('1-9366C', '1-1165C', '1-10078')",1
"('1-10078', '1-9366C', '1-1595')",1
"('1-10078', '1-9366C', '1-1165C')",1
"('1-10078', '1-1165C', '1-1595')",1
"('1-10078', '1-1165C', '1-9366C')",1
"('1-9366C', '1-1595', '1-10078')",1
"('1-9366C', '1-1595', '1-1165C')",1
"('1-9366C', '1-10078', '1-1595')",1
"('1-9366C', '1-10078', '1-1165C')",1
"('1-9366C', '1-1165C', '1-1595')",1
"('1-7140C', 'mlg28', '1-5626C')",1
"('mlg28', '1-5626C', '1-6098C')",1
"('mlg50', '1-5775C', '1-7863C')",1
"('1-5274', 'mlg22', 'mlg02')",1
"('1-8873C', '1-8974', '1-2545C')",1
"('1-8873C', '1-8974', '1-1177C')",1
"('1-8873C', '1-2545C', '1-8974')",1
"('1-8873C', '1-2545C', '1-1177C')",1
"('1-8873C', '1-1177C', '1-8974')",1
"('1-8873C', '1-1177C', '1-2545C')",1
"('1-2545C', '1-8974', '1-8873C')",1
"('1-2545C', '1-8974', '1-1177C')",1
"('1-2545C', '1-8873C', '1-8974')",1
"('1-2545C', '1-8873C', '1-1177C')",1
"('1-2545C', '1-1177C', '1-8974')",1
"('1-2545C', '1-1177C', '1-8873C')",1
"('1-1177C', '1-8974', '1-8873C')",1
"('1-1177C', '1-8974', '1-2545C')",1
"('1-1177C', '1-8873C', '1-8974')",1
"('1-1177C', '1-8873C', '1-2545C')",1
"('1-1177C', '1-2545C', '1-8974')",1
"('1-1177C', '1-2545C', '1-8873C')",1
"('mlg22', 'mlg02', '1-5274')",1
"('mlg22', '1-5274', 'mlg02')",1
"('mlg02', 'mlg22', '1-5274')",1
"('1-8974', '1-1177C', '1-2545C')",1
"('1-8974', '1-1177C', '1-8873C')",1
"('1-8974', '1-2545C', '1-1177C')",1
"('1-7863C', 'mlg49', '1-5775C')",1
"('mlg49', 'mlg50', '1-7863C')",1
"('mlg49', 'mlg50', '1-5775C')",1
"('mlg49', '1-7863C', 'mlg50')",1
"('mlg49', '1-7863C', '1-5775C')",1
"('mlg49', '1-5775C', 'mlg50')",1
"('mlg49', '1-5775C', '1-7863C')",1
"('1-7863C', 'mlg50', 'mlg49')",1
"('1-7863C', 'mlg50', '1-5775C')",1
"('1-7863C', 'mlg49', 'mlg50')",1
"('1-7863C', '1-5775C', 'mlg50')",1
"('1-8974', '1-2545C', '1-8873C')",1
"('1-7863C', '1-5775C', 'mlg49')",1
"('1-5775C', 'mlg50', 'mlg49')",1
"('1-5775C', 'mlg50', '1-7863C')",1
"('1-5775C', 'mlg49', 'mlg50')",1
"('1-5775C', 'mlg49', '1-7863C')",1
"('1-5775C', '1-7863C', 'mlg50')",1
"('1-5775C', '1-7863C', 'mlg49')",1
"('1-8974', '1-8873C', '1-2545C')",1
"('1-8974', '1-8873C', '1-1177C')",1
"('mlg02', '1-5274', 'mlg22')",1
"('1-5274', 'mlg02', 'mlg22')",1
"('mlg28', '1-5626C', '1-7140C')",1
"('mlg18', '1-18799', '1-9156C')",1
"('PR1-12609', '1-8023C', '1-17127')",1
"('1-17127', 'PR1-12609', '1-8023C')",1
"('1-17127', '1-8023C', 'PR1-12609')",1
"('1-8023C', 'PR1-12609', '1-17127')",1
"('1-8023C', '1-17127', 'PR1-12609')",1
"('mlg26', '1-9099', '1-3447C')",1
"('mlg26', '1-8939', '1-3447C')",1
"('mlg26', '1-3447C', '1-9099')",1
"('mlg26', '1-3447C', '1-8939')",1
"('1-9099', 'mlg26', '1-3447C')",1
"('1-9099', '1-3447C', 'mlg26')",1
"('1-8939', 'mlg26', '1-3447C')",1
"('1-8939', '1-3447C', 'mlg26')",1
"('1-3447C', 'mlg26', '1-9099')",1
"('1-3447C', 'mlg26', '1-8939')",1
"('1-3447C', '1-9099', 'mlg26')",1
"('1-3447C', '1-8939', 'mlg26')",1
"('mlg28', '1-7140C', '1-6098C')",1
"('mlg28', '1-7140C', '1-5626C')",1
"('mlg28', '1-6098C', '1-7140C')",1
"('mlg28', '1-6098C', '1-5626C')",1
"('PR1-12609', '1-17127', '1-8023C')",1
"('1-6098C', '1-18286', '1-7981')",1
"('1-6098C', '1-7981', '1-18286')",1
"('1-9156C', '1-18799', 'mlg18')",1
"('mlg18', '1-9156C', '1-18799')",1
"('mlg18', '1-9156C', '1-6098C')",1
"('mlg18', '1-6098C', '1-9156C')",1
"('1-18799', 'mlg18', '1-9156C')",1
"('1-18799', '1-9156C', 'mlg18')",1
"('1-18799', '1-9156C', '1-6098C')",1
"('1-18799', '1-6098C', '1-9156C')",1
"('1-9156C', 'mlg18', '1-18799')",1
"('1-9156C', 'mlg18', '1-6098C')",1
"('1-9156C', '1-18799', '1-6098C')",1
"('1-18286', '1-6098C', '1-7981')",1
"('1-9156C', '1-6098C', 'mlg18')",1
"('1-9156C', '1-6098C', '1-18799')",1
"('1-6098C', 'mlg18', '1-9156C')",1
"('1-6098C', '1-18799', '1-9156C')",1
"('1-6098C', '1-9156C', 'mlg18')",1
"('1-6098C', '1-9156C', '1-18799')",1
"('1-7981', '1-18286', '1-6098C')",1
"('1-7981', '1-6098C', '1-18286')",1
"('1-18286', '1-7981', '1-6098C')",1
"('mlg49', '1-17711', '1-10769')",1
"('1-3638', 'mlg03', 'mlg20')",1
"('1-3820', '1-6181C', '1-4041')",1
"('1-8995', '1-2410', '1-1595')",1
"('1-8995', '1-1595', 'mlg03')",1
"('1-8995', '1-1595', '1-2410')",1
"('1-8995', '1-1595', '1-1350C')",1
"('1-8995', '1-1350C', '1-2410')",1
"('1-8995', '1-1350C', '1-1595')",1
"('1-2410', 'mlg03', '1-8995')",1
"('1-2410', 'mlg03', '1-1595')",1
"('1-2410', 'mlg03', '1-1350C')",1
"('1-2410', '1-8995', 'mlg03')",1
"('1-2410', '1-8995', '1-1595')",1
"('1-2410', '1-8995', '1-1350C')",1
"('1-2410', '1-1595', 'mlg03')",1
"('1-2410', '1-1595', '1-8995')",1
"('1-2410', '1-1595', '1-1350C')",1
"('1-2410', '1-1350C', 'mlg03')",1
"('1-2410', '1-1350C', '1-8995')",1
"('1-2410', '1-1350C', '1-1595')",1
"('1-1595', 'mlg03', '1-8995')",1
"('1-1595', 'mlg03', '1-2410')",1
"('1-1595', '1-8995', 'mlg03')",1
"('1-1595', '1-8995', '1-2410')",1
"('1-8995', '1-2410', '1-1350C')",1
"('1-8995', '1-2410', 'mlg03')",1
"('mlg22', '1-1595', 'mlg02')",1
"('1-8995', 'mlg03', '1-1595')",1
"('1-1317C', '7W2-11889', '1-8995')",1
"('1-1317C', '1-8995', '7W2-11889')",1
"('1-1317C', '1-8995', '1-8038')",1
"('1-1317C', '1-8995', '1-10962')",1
"('1-1317C', '1-8038', '1-8995')",1
"('1-1317C', '1-10962', '1-8995')",1
"('mlg34', '1-8705C', '1-8066C')",1
"('mlg34', '1-8066C', '1-8705C')",1
"('1-8705C', 'mlg34', '1-8066C')",1
"('1-8705C', '1-8066C', 'mlg34')",1
"('1-8066C', 'mlg34', '1-8705C')",1
"('1-8066C', '1-8705C', 'mlg34')",1
"('mlg03', '1-8995', '1-2410')",1
"('mlg03', '1-8995', '1-1595')",1
"('mlg03', '1-2410', '1-8995')",1
"('mlg03', '1-2410', '1-1595')",1
"('mlg03', '1-2410', '1-1350C')",1
"('mlg03', '1-1595', '1-8995')",1
"('mlg03', '1-1595', '1-2410')",1
"('mlg03', '1-1350C', '1-2410')",1
"('1-8995', 'mlg03', '1-2410')",1
"('1-1595', '1-8995', '1-1350C')",1
"('1-1595', '1-2410', 'mlg03')",1
"('1-1595', '1-2410', '1-8995')",1
"('1-1595', '1-2410', '1-1350C')",1
"('1-6098C', '1-9013', '1-7682C')",1
"('1-6098C', '1-9013', '1-1258C')",1
"('1-6098C', '1-7682C', '1-9013')",1
"('1-6098C', '1-7682C', '1-1258C')",1
"('1-6098C', '1-1258C', '1-9013')",1
"('1-6098C', '1-1258C', '1-7682C')",1
"('1-1258C', '1-9013', '1-6098C')",1
"('1-1258C', '1-7682C', '1-6098C')",1
"('1-1258C', '1-6098C', '1-9013')",1
"('1-1258C', '1-6098C', '1-7682C')",1
"('mlg75', '1-5829', '1-18898')",1
"('mlg75', '1-3880', '1-18898')",1
"('mlg75', '1-18898', '1-5829')",1
"('mlg75', '1-18898', '1-3880')",1
"('1-5829', 'mlg75', '1-18898')",1
"('1-5829', '1-18898', 'mlg75')",1
"('1-3880', 'mlg75', '1-18898')",1
"('1-3880', '1-18898', 'mlg75')",1
"('1-18898', 'mlg75', '1-5829')",1
"('1-18898', 'mlg75', '1-3880')",1
"('1-18898', '1-5829', 'mlg75')",1
"('1-7682C', '1-1258C', '1-6098C')",1
"('1-7682C', '1-6098C', '1-1258C')",1
"('1-7682C', '1-6098C', '1-9013')",1
"('1-1350C', '1-1595', '1-2410')",1
"('1-1595', '1-1350C', '1-8995')",1
"('1-1595', '1-1350C', '1-2410')",1
"('1-1350C', 'mlg03', '1-2410')",1
"('1-1350C', '1-8995', '1-2410')",1
"('1-1350C', '1-8995', '1-1595')",1
"('1-1350C', '1-2410', 'mlg03')",1
"('1-1350C', '1-2410', '1-8995')",1
"('1-1350C', '1-2410', '1-1595')",1
"('1-1350C', '1-1595', '1-8995')",1
"('mlg01', '1-8995', '1-10078')",1
"('1-7682C', '1-9013', '1-6098C')",1
"('mlg01', '1-10078', '1-8995')",1
"('1-8995', 'mlg01', '1-10078')",1
"('1-8995', '1-10078', 'mlg01')",1
"('1-10078', 'mlg01', '1-8995')",1
"('1-10078', '1-8995', 'mlg01')",1
"('1-9013', '1-7682C', '1-6098C')",1
"('1-9013', '1-6098C', '1-7682C')",1
"('1-9013', '1-6098C', '1-1258C')",1
"('1-9013', '1-1258C', '1-6098C')",1
"('1-10962', '1-1317C', '1-8995')",1
"('1-10962', '1-8038', '1-8995')",1
"('1-10962', '1-8995', '1-1317C')",1
"('mlg78', '1-7530C', '1-5694')",1
"('1-1191C', 'mlg25', 'mlg02')",1
"('1-1191C', 'mlg02', 'mlg25')",1
"('mlg36', '1-9099', '1-4126')",1
"('mlg36', '1-8939', '1-4126')",1
"('mlg36', '1-4126', '1-9099')",1
"('mlg36', '1-4126', '1-8939')",1
"('1-9099', 'mlg36', '1-4126')",1
"('1-9099', '1-8939', '1-4126')",1
"('1-9099', '1-4126', 'mlg36')",1
"('1-9099', '1-4126', '1-8939')",1
"('1-8939', 'mlg36', '1-4126')",1
"('1-8939', '1-9099', '1-4126')",1
"('1-8939', '1-4126', 'mlg36')",1
"('1-8939', '1-4126', '1-9099')",1
"('1-4126', 'mlg36', '1-9099')",1
"('1-4126', 'mlg36', '1-8939')",1
"('1-4126', '1-9099', 'mlg36')",1
"('1-4126', '1-9099', '1-8939')",1
"('1-4126', '1-8939', 'mlg36')",1
"('1-4126', '1-8939', '1-9099')",1
"('mlg78', '1-5694', '1-7530C')",1
"('mlg02', '1-1191C', 'mlg25')",1
"('mlg02', 'mlg25', '1-1191C')",1
"('mlg25', '1-1191C', 'mlg02')",1
"('mlg34', '1-10616', 'mlg03')",1
"('mlg02', 'mlg22', '1-1595')",1
"('mlg02', '1-1595', 'mlg22')",1
"('1-1637', 'mlg22', '1-1595')",1
"('1-1637', '1-1595', 'mlg22')",1
"('1-1595', 'mlg22', 'mlg02')",1
"('1-1595', 'mlg22', '1-1637')",1
"('1-1595', 'mlg02', 'mlg22')",1
"('1-1595', '1-1637', 'mlg22')",1
"('mlg34', 'mlg03', '1-10616')",1
"('mlg34', '1-10616', '1-6098C')",1
"('mlg25', 'mlg02', '1-1191C')",1
"('mlg34', '1-6098C', '1-10616')",1
"('mlg03', 'mlg34', '1-10616')",1
"('mlg03', '1-10616', 'mlg34')",1
"('1-10616', 'mlg34', 'mlg03')",1
"('1-10616', 'mlg34', '1-6098C')",1
"('1-10616', 'mlg03', 'mlg34')",1
"('1-10616', '1-6098C', 'mlg34')",1
"('1-6098C', 'mlg34', '1-10616')",1
"('1-6098C', '1-10616', 'mlg34')",1
"('mlg78', '1-5694', 'mlg71')",1
"('mlg78', '1-7530C', 'mlg71')",1
"('1-10962', '1-8995', '1-8038')",1
"('mlg78', 'mlg71', '1-5694')",1
"('1-6098C', '1-7790C', '1-8352')",1
"('7W2-11889', '1-8995', '1-8038')",1
"('7W2-11889', '1-8995', '1-1317C')",1
"('7W2-11889', '1-8038', '1-8995')",1
"('7W2-11889', '1-1317C', '1-8995')",1
"('1-8995', '7W2-11889', '1-8038')",1
"('1-8995', '7W2-11889', '1-1317C')",1
"('1-8995', '1-8038', '7W2-11889')",1
"('1-8995', '1-8038', '1-10962')",1
"('1-8995', '1-8038', '1-1317C')",1
"('1-8995', '1-10962', '1-8038')",1
"('1-8995', '1-10962', '1-1317C')",1
"('1-8995', '1-1317C', '7W2-11889')",1
"('1-8995', '1-1317C', '1-8038')",1
"('1-8995', '1-1317C', '1-10962')",1
"('1-8038', '7W2-11889', '1-8995')",1
"('1-8038', '1-8995', '7W2-11889')",1
"('1-8038', '1-8995', '1-10962')",1
"('1-8038', '1-8995', '1-1317C')",1
"('1-8038', '1-10962', '1-8995')",1
"('1-8038', '1-1317C', '1-8995')",1
"('1-6098C', '1-8352', '1-7790C')",1
"('1-7790C', '1-6098C', '1-8352')",1
"('1-7790C', '1-8352', '1-6098C')",1
"('1-7530C', '1-5694', 'mlg78')",1
"('mlg78', 'mlg71', '1-7530C')",1
"('1-5694', 'mlg78', '1-7530C')",1
"('1-5694', 'mlg78', 'mlg71')",1
"('1-5694', '1-7530C', 'mlg78')",1
"('1-5694', '1-7530C', 'mlg71')",1
"('1-5694', 'mlg71', 'mlg78')",1
"('1-5694', 'mlg71', '1-7530C')",1
"('1-7530C', 'mlg78', '1-5694')",1
"('1-7530C', 'mlg78', 'mlg71')",1
"('1-7530C', '1-5694', 'mlg71')",1
"('1-8352', '1-6098C', '1-7790C')",1
"('1-7530C', 'mlg71', 'mlg78')",1
"('1-7530C', 'mlg71', '1-5694')",1
"('mlg71', 'mlg78', '1-5694')",1
"('mlg71', 'mlg78', '1-7530C')",1
"('mlg71', '1-5694', 'mlg78')",1
"('mlg71', '1-5694', '1-7530C')",1
"('mlg71', '1-7530C', 'mlg78')",1
"('mlg71', '1-7530C', '1-5694')",1
"('1-8352', '1-7790C', '1-6098C')",1
"('1-18898', '1-3880', 'mlg75')",1
"('mlg76', 'mlg02', '1-16923')",1
"('mlg76', 'mlg02', '1-9099C')",1
"('1-9518', '1-8341C', '1-7981')",1
"('1-8370C', '1-6098C', '1-7807C')",1
"('1-7807C', '1-1750', '1-8370C')",1
"('1-7807C', '1-1750', '1-6098C')",1
"('1-7807C', '1-8370C', '1-1750')",1
"('1-7807C', '1-8370C', '1-6098C')",1
"('1-7807C', '1-6098C', '1-1750')",1
"('1-7807C', '1-6098C', '1-8370C')",1
"('1-6098C', '1-1750', '1-8370C')",1
"('1-6098C', '1-1750', '1-7807C')",1
"('1-6098C', '1-8370C', '1-1750')",1
"('1-6098C', '1-8370C', '1-7807C')",1
"('1-6098C', '1-7807C', '1-1750')",1
"('1-6098C', '1-7807C', '1-8370C')",1
"('mlg20', '1-4041', '1-8379C')",1
"('mlg20', '1-8379C', '1-4041')",1
"('1-4041', 'mlg20', '1-8379C')",1
"('1-4041', '1-8379C', 'mlg20')",1
"('1-8379C', 'mlg20', '1-4041')",1
"('1-8379C', '1-4041', 'mlg20')",1
"('1-9518', '1-9013', '1-8341C')",1
"('1-9518', '1-7981', '1-8341C')",1
"('1-8370C', '1-6098C', '1-1750')",1
"('1-8370C', '1-7807C', '1-6098C')",1
"('1-8370C', '1-7807C', '1-1750')",1
